城市,编号,名称,地区,经纬度
北京市,BV10013455,八角游乐园(地铁站),石景山区,"116.212684,39.907442"
北京市,BV10006429,常营(地铁站),朝阳区,"116.599722,39.925696"
北京市,BV10013450,荣昌东街(地铁站),大兴区,"116.521737,39.782799"
北京市,BV10013406,安河桥北(地铁站),海淀区,"116.269956,40.012195"
北京市,BV10740316,农大南路(地铁站),海淀区,"116.282272,40.021398"
北京市,BV11315919,政务中心东(地铁站),通州区,"116.738808,39.910634"
北京市,BV10013420,高米店南(地铁站),大兴区,"116.331605,39.763489"
北京市,BV10968866,万安(地铁站),海淀区,"116.231977,39.984001"
北京市,BV10013421,枣园(地铁站),大兴区,"116.332204,39.753458"
北京市,BV10006882,草房(地铁站),朝阳区,"116.615574,39.924477"
北京市,BV10001118,八里桥(地铁站),朝阳区,"116.618658,39.906121"
北京市,BV10013469,育新(地铁站),海淀区,"116.347328,40.060039"
北京市,BV10013445,天通苑南(地铁站),昌平区,"116.412684,40.066612"
北京市,BV10013401,园博园(地铁站),丰台区,"116.201643,39.861328"
北京市,BV10740318,马连洼(地铁站),海淀区,"116.272520,40.032637"
北京市,BV10007921,同济南路(地铁站),通州区,"116.539835,39.772900"
北京市,BV10840912,天通苑东(地铁站),昌平区,"116.442154,40.068580"
北京市,BV10000295,古城(地铁站),石景山区,"116.190337,39.907450"
北京市,BV10013449,经海路(地铁站),通州区,"116.562245,39.783587"
北京市,BV10827741,杨庄(地铁站),石景山区,"116.187004,39.927850"
北京市,BV10013275,清源路(地铁站),大兴区,"116.332513,39.742724"
北京市,BV10002193,孙河(地铁站),朝阳区,"116.534700,40.045113"
北京市,BV10968849,植物园(地铁站),海淀区,"116.215722,39.993537"
北京市,BV10877516,大兴新城(地铁站),大兴区,"116.365522,39.735583"
北京市,BV10007658,霍营(地铁站),昌平区,"116.360286,40.071857"
北京市,BV10013448,次渠南(地铁站),通州区,"116.581357,39.795118"
北京市,BV10011266,次渠(地铁站),通州区,"116.591563,39.803550"
北京市,BV10013399,亦庄火车站(地铁站),通州区,"116.601913,39.812607"
北京市,BV10006917,张郭庄(地铁站),丰台区,"116.187193,39.858100"
北京市,BV10004143,通州北苑(地铁站),通州区,"116.637252,39.903864"
北京市,BV10968848,香山(地铁站),海淀区,"116.204491,39.994056"
北京市,BV10416645,物资学院路(地铁站),通州区,"116.639316,39.926801"
北京市,BV10013515,龙泽(地铁站),昌平区,"116.319429,40.070882"
北京市,BV10013447,天通苑北(地铁站),昌平区,"116.412888,40.083668"
北京市,BV10004378,回龙观东大街(地铁站),昌平区,"116.363025,40.081175"
北京市,BV10013424,稻田(地铁站),房山区,"116.218840,39.794885"
北京市,BV10002783,黄村西大街(地铁站),大兴区,"116.332631,39.731769"
北京市,BV10004141,果园(地铁站),通州区,"116.646621,39.893329"
北京市,BV10740313,西北旺(地铁站),海淀区,"116.257923,40.048703"
北京市,BV10000372,黄村火车站(地铁站),大兴区,"116.332611,39.722966"
北京市,BV10000887,平西府(地铁站),昌平区,"116.350425,40.090607"
北京市,BV10001298,九棵树(地铁站),通州区,"116.657533,39.890278"
北京市,BV10013470,育知路(地铁站),昌平区,"116.326992,40.087863"
北京市,BV10416643,通州北关(地铁站),通州区,"116.661482,39.918368"
北京市,BV10013403,国展(地铁站),顺义区,"116.555127,40.070030"
北京市,BV10002455,梨园(地铁站),通州区,"116.668720,39.883677"
北京市,BV10740315,永丰南(地铁站),海淀区,"116.248154,40.065575"
北京市,BV10010394,义和庄(地铁站),大兴区,"116.319079,39.712387"
北京市,BV10416649,通运门(地铁站),通州区,"116.673284,39.910583"
北京市,BV10000877,生命科学园(地铁站),昌平区,"116.294230,40.094790"
北京市,BV10813547,四道桥(地铁站),门头沟区,"116.134010,39.916030"
北京市,BV10013520,临河里(地铁站),通州区,"116.678811,39.875496"
北京市,BV10740319,永丰(地铁站),海淀区,"116.238481,40.071868"
北京市,BV10000571,朱辛庄(地铁站),昌平区,"116.313698,40.104297"
北京市,BV10840910,未来科学城南(地铁站),昌平区,"116.467920,40.112789"
北京市,BV10002223,花梨坎(地铁站),顺义区,"116.557593,40.084436"
北京市,BV10850689,环球度假区(地铁站),通州区,"116.679099,39.849152"
北京市,BV10416648,北运河西(地铁站),通州区,"116.688358,39.903024"
北京市,BV10813541,桥户营(地铁站),门头沟区,"116.125809,39.912383"
北京市,BV10813544,栗园庄(地铁站),门头沟区,"116.123254,39.895780"
北京市,BV10813543,上岸(地铁站),门头沟区,"116.122225,39.905138"
北京市,BV10740314,屯佃(地铁站),海淀区,"116.215850,40.068454"
北京市,BV10001096,篱笆房(地铁站),房山区,"116.189486,39.760636"
北京市,BV10813542,小园(地铁站),门头沟区,"116.114443,39.890465"
北京市,BV10013428,2号航站楼(地铁站),朝阳区,"116.592808,40.079311"
北京市,BV10013422,生物医药基地(地铁站),大兴区,"116.321662,39.686510"
北京市,BV10840911,未来科学城北(地铁站),昌平区,"116.469014,40.127820"
北京市,BV10416651,北运河东(地铁站),通州区,"116.707056,39.903268"
北京市,BV10013426,广阳城(地铁站),房山区,"116.184985,39.747930"
北京市,BV10813546,石厂(地铁站),门头沟区,"116.100334,39.889378"
北京市,BV10711029,稻香湖路(地铁站),海淀区,"116.188145,40.068936"
北京市,BV10416644,郝家府(地铁站),通州区,"116.717826,39.903195"
北京市,BV10009387,后沙峪(地铁站),顺义区,"116.564211,40.114127"
北京市,BV10013478,巩华城(地铁站),昌平区,"116.293979,40.130900"
北京市,BV10003967,良乡大学城北(地铁站),房山区,"116.183480,39.729906"
北京市,BV10740317,温阳路(地铁站),海淀区,"116.161361,40.068516"
北京市,BV10416641,东夏园(地铁站),通州区,"116.733850,39.903147"
北京市,BV10003965,良乡大学城(地铁站),房山区,"116.176541,39.723159"
北京市,BV10003994,良乡大学城西(地铁站),房山区,"116.156282,39.723157"
北京市,BV10740312,北安河(地铁站),海淀区,"116.130428,40.068128"
北京市,BV10013427,良乡南关(地铁站),房山区,"116.140804,39.723202"
北京市,BV10002190,南法信(地铁站),顺义区,"116.609535,40.128478"
北京市,BV10013477,沙河高教园(地铁站),昌平区,"116.280465,40.164666"
北京市,BV10003977,苏庄(地铁站),房山区,"116.125306,39.723188"
北京市,BV10013404,石门(地铁站),顺义区,"116.641117,40.129802"
北京市,BV10561755,阎村东(地铁站),房山区,"116.100817,39.729028"
北京市,BV10013405,顺义(地铁站),顺义区,"116.657023,40.129994"
北京市,BV10420734,紫草坞(地铁站),房山区,"116.086720,39.724606"
北京市,BV10002186,俸伯(地铁站),顺义区,"116.684732,40.132573"
北京市,BV10420737,阎村(地铁站),房山区,"116.080165,39.716731"
北京市,BV10001633,南邵(地铁站),昌平区,"116.287534,40.207484"
北京市,BV10420735,星城(地铁站),房山区,"116.061370,39.713681"
北京市,BV10550715,北邵洼(地铁站),昌平区,"116.281949,40.222001"
北京市,BV10550716,昌平东关(地铁站),昌平区,"116.262059,40.221726"
北京市,BV10881795,大石河东(地铁站),房山区,"116.039954,39.709831"
北京市,BV10013482,昌平(地铁站),昌平区,"116.233590,40.220550"
北京市,BV10420736,马各庄(地铁站),房山区,"116.016606,39.705103"
北京市,BV10420727,饶乐府(地铁站),房山区,"116.006103,39.701471"
北京市,BV10013483,十三陵景区(地铁站),昌平区,"116.207637,40.240214"
北京市,BV10550714,昌平西山口(地铁站),昌平区,"116.195369,40.244629"
北京市,BV10420731,房山城关(地铁站),房山区,"115.989599,39.706061"
北京市,BV10420733,燕山(地铁站),房山区,"115.973395,39.719615"
北京市,BV10420729,老城区(地铁站),房山区,"115.987957,39.693188"
北京市,BV10420730,顾册(地铁站),房山区,"115.977654,39.681906"
北京市,未知,红莲南路,未知,"116.336668,39.877533"
北京市,未知,洪泰庄,未知,"116.249321,39.848538"
北京市,未知,大兴机场,未知,"116.416608,39.513289"
北京市,未知,清河小营桥,未知,"116.343739,40.034723"
北京市,未知,学知园,未知,"116.352195,40.015011"
北京市,未知,红军营,未知,"116.441797,40.033722"
北京市,未知,未来科学城,未知,"116.466838,40.115628"
北京市,未知,定海园,未知,"116.561959,39.800968"
北京市,未知,定海园西,未知,"116.551589,39.795997"
北京市,未知,经海一路,未知,"116.541019,39.790872"
北京市,未知,亦创会展中心,未知,"116.527486,39.784334"
北京市,未知,亦庄同仁,未知,"116.518246,39.776854"
北京市,未知,鹿圈东,未知,"116.513913,39.766271"
北京市,未知,泰河路,未知,"116.51122,39.759899"
北京市,未知,九号村,未知,"116.508708,39.754868"
北京市,未知,四海庄,未知,"116.504556,39.746579"
北京市,未知,太和桥北,未知,"116.504556,39.746579"
北京市,未知,瑞合庄,未知,"116.503576,39.728999"
北京市,未知,融兴街,未知,"116.505369,39.721869"
北京市,未知,屈庄,未知,"116.507168,39.714719"
北京市,未知,占位符,未知,"116.6,40.05"
上海市,BV10039905,虹桥火车站(地铁站),闵行区,"121.318910,31.193987"
上海市,BV10024601,上海火车站(地铁站),静安区,"121.457939,31.249632"
上海市,BV10026233,顾村公园(地铁站),宝山区,"121.373009,31.344594"
上海市,BV10039906,徐泾东(地铁站),青浦区,"121.299204,31.188367"
上海市,BV10030403,五角场(地铁站),杨浦区,"121.514632,31.298043"
上海市,BV10025073,上海南站(地铁站),徐汇区,"121.430041,31.154579"
上海市,BV10039872,美兰湖(地铁站),宝山区,"121.349966,31.401949"
上海市,BV10029707,徐家汇(地铁站),徐汇区,"121.436837,31.195338"
上海市,BV10024871,虹口足球场(地铁站),虹口区,"121.479154,31.271392"
上海市,BV10024678,人民广场(地铁站),黄浦区,"121.475137,31.232781"
上海市,BV10039960,嘉定北(地铁站),嘉定区,"121.237350,31.391549"
上海市,BV10039875,九亭(地铁站),松江区,"121.319423,31.137252"
上海市,BV10025398,中山公园(地铁站),长宁区,"121.415773,31.217948"
上海市,BV10025258,桃浦新村(地铁站),普陀区,"121.349623,31.281603"
上海市,BV10026750,安亭(地铁站),嘉定区,"121.161985,31.288490"
上海市,BV10027922,松江大学城(地铁站),松江区,"121.232577,31.053984"
上海市,BV10039851,龙阳路(地铁站),浦东新区,"121.557634,31.203575"
上海市,BV10039779,长寿路(地铁站),普陀区,"121.438272,31.240860"
上海市,BV10039776,金沙江路(地铁站),普陀区,"121.413150,31.232004"
上海市,BV10039915,大世界(地铁站),黄浦区,"121.479182,31.227392"
上海市,BV10039891,新闸路(地铁站),黄浦区,"121.468151,31.238373"
上海市,BV10039781,自然博物馆(地铁站),静安区,"121.462366,31.236451"
上海市,BV10039782,南京西路(地铁站),静安区,"121.459971,31.229853"
上海市,BV10039914,曲阜路(地铁站),静安区,"121.471543,31.242307"
上海市,BV10039900,南京东路(地铁站),黄浦区,"121.484628,31.238101"
上海市,BV10030419,豫园(地铁站),黄浦区,"121.487473,31.227801"
上海市,BV10039783,淮海中路(地铁站),黄浦区,"121.464514,31.220280"
上海市,BV10024873,老西门(地铁站),黄浦区,"121.483793,31.219014"
上海市,BV11581682,甜爱路(地铁站),虹口区,"121.483647,31.266163"
上海市,BV11581686,周家嘴路(地铁站),虹口区,"121.499891,31.259761"
上海市,BV10039933,天潼路(地铁站),虹口区,"121.482473,31.243829"
上海市,BV11184132,浦电路(地铁站),浦东新区,"121.517935,31.223215"
上海市,BV10030213,汉中路(地铁站),静安区,"121.458699,31.241883"
上海市,BV10039893,陕西南路(地铁站),徐汇区,"121.458744,31.215150"
上海市,BV11581685,浦三路(地铁站),浦东新区,"121.510606,31.198169"
上海市,BV10039990,宝山路(地铁站),静安区,"121.476298,31.251523"
上海市,BV10039785,马当路(地铁站),黄浦区,"121.477256,31.209520"
上海市,BV10039882,陆家浜路(地铁站),黄浦区,"121.486115,31.211789"
上海市,BV11581683,东方路(地铁站),浦东新区,"121.505337,31.189962"
上海市,BV10028891,中兴路(地铁站),静安区,"121.469026,31.253228"
上海市,BV11581687,广中路(地铁站),虹口区,"121.469138,31.279960"
上海市,BV10039974,四川北路(地铁站),虹口区,"121.484208,31.252035"
上海市,BV11581677,世博(地铁站),浦东新区,"121.493972,31.182418"
上海市,BV10025891,打浦桥(地铁站),黄浦区,"121.468681,31.206309"
上海市,BV10025485,静安寺(地铁站),静安区,"121.446221,31.223083"
上海市,BV11653223,广灵二路(地铁站),虹口区,"121.477005,31.286544"
上海市,BV10030206,小南门(地铁站),黄浦区,"121.498398,31.216866"
上海市,BV10029743,陆家嘴(地铁站),浦东新区,"121.502129,31.238259"
上海市,BV11653227,平利路(地铁站),普陀区,"121.430788,31.269463"
上海市,BV11639109,平凉路(地铁站),杨浦区,"121.526701,31.259038"
上海市,BV11639108,丹阳路(地铁站),杨浦区,"121.531160,31.253815"
上海市,BV11653222,彭越浦路(地铁站),静安区,"121.439216,31.276586"
上海市,BV10039863,昌平路(地铁站),静安区,"121.442617,31.233749"
上海市,BV10039862,常熟路(地铁站),徐汇区,"121.449141,31.213524"
上海市,BV11581693,广灵四路(地铁站),虹口区,"121.465815,31.285999"
上海市,BV10039780,江宁路(地铁站),普陀区,"121.444830,31.244282"
上海市,BV10039932,国际客运中心(地铁站),虹口区,"121.498158,31.250160"
上海市,BV10039989,东宝兴路(地铁站),虹口区,"121.480202,31.259886"
上海市,BV10039881,嘉善路(地铁站),徐汇区,"121.460704,31.202820"
上海市,BV11653228,广泉路(地铁站),普陀区,"121.412752,31.261481"
上海市,BV10024692,中山北路(地铁站),静安区,"121.459204,31.258891"
上海市,BV10039997,鲁班路(地铁站),黄浦区,"121.475148,31.199221"
上海市,BV10025227,南浦大桥(地铁站),黄浦区,"121.499725,31.208504"
上海市,BV10039975,海伦路(地铁站),虹口区,"121.488697,31.259303"
上海市,BV10039916,西藏南路(地铁站),黄浦区,"121.489555,31.201967"
上海市,BV10039948,武定路(地铁站),静安区,"121.436157,31.227303"
上海市,BV11639103,抚顺路(地铁站),杨浦区,"121.515793,31.283664"
上海市,BV10039913,西藏北路(地铁站),静安区,"121.468769,31.263505"
上海市,BV11581680,德州路(地铁站),浦东新区,"121.477683,31.165202"
上海市,BV10592246,世博会博物馆(地铁站),黄浦区,"121.481592,31.197572"
上海市,BV10039973,上海图书馆(地铁站),徐汇区,"121.444363,31.207960"
上海市,BV10039949,浦东南路(地铁站),浦东新区,"121.512412,31.238532"
上海市,BV11639106,迎春路(地铁站),浦东新区,"121.550998,31.221002"
上海市,BV10039894,衡山路(地铁站),徐汇区,"121.446424,31.204528"
上海市,BV10039899,东昌路(地铁站),浦东新区,"121.515556,31.233270"
上海市,BV11639104,复旦大学(地铁站),杨浦区,"121.499529,31.296349"
上海市,BV11581679,车站北路(地铁站),虹口区,"121.476353,31.299926"
上海市,BV10039883,商城路(地铁站),浦东新区,"121.516275,31.230258"
上海市,BV10024879,提篮桥(地铁站),虹口区,"121.506801,31.253518"
上海市,BV10039991,中潭路(地铁站),普陀区,"121.441001,31.254568"
上海市,BV10039861,肇嘉浜路(地铁站),徐汇区,"121.450212,31.199436"
上海市,BV10039778,武宁路(地铁站),普陀区,"121.430504,31.234346"
上海市,BV10039940,大木桥路(地铁站),徐汇区,"121.463278,31.194057"
上海市,BV10039995,临平路(地铁站),虹口区,"121.500696,31.260874"
上海市,BV10039805,江苏路(地铁站),长宁区,"121.430642,31.220411"
上海市,BV11471650,龙启路(地铁站),徐汇区,"121.449263,31.158626"
上海市,BV10039950,浦东大道(地铁站),浦东新区,"121.519302,31.240308"
上海市,BV10039864,镇坪路(地铁站),普陀区,"121.429779,31.246369"
上海市,BV10024783,邮电新村(地铁站),虹口区,"121.494362,31.268533"
上海市,BV11639102,上海财经大学(地铁站),杨浦区,"121.496332,31.307672"
上海市,BV10039860,东安路(地铁站),徐汇区,"121.454897,31.190819"
上海市,BV10039777,隆德路(地铁站),普陀区,"121.423576,31.230509"
上海市,BV10039996,杨树浦路(地铁站),虹口区,"121.517210,31.251935"
上海市,BV10039931,大连路(地铁站),虹口区,"121.513088,31.257938"
上海市,BV10025307,交通大学(地铁站),徐汇区,"121.435253,31.202213"
上海市,BV10034167,塘桥(地铁站),浦东新区,"121.518690,31.209762"
上海市,BV10039890,延长路(地铁站),静安区,"121.455329,31.271675"
上海市,BV11639107,芳芯路(地铁站),浦东新区,"121.559226,31.191158"
上海市,BV11581690,汾西路(地铁站),静安区,"121.467946,31.313852"
上海市,BV11471655,上海植物园(地铁站),徐汇区,"121.450427,31.149045"
上海市,BV11653221,金昌路(地铁站),普陀区,"121.352090,31.273398"
上海市,BV10039835,世纪大道(地铁站),浦东新区,"121.527213,31.228682"
上海市,BV11639110,北中路(地铁站),浦东新区,"121.561355,31.182762"
上海市,BV10039917,中华艺术宫(地铁站),浦东新区,"121.493626,31.185242"
上海市,BV10039912,曲阳路(地铁站),虹口区,"121.491138,31.276524"
上海市,BV10039804,曹杨路(地铁站),普陀区,"121.417701,31.239302"
上海市,BV10029559,世博大道(地铁站),浦东新区,"121.484313,31.182789"
上海市,BV10039859,龙华中路(地铁站),徐汇区,"121.457054,31.183843"
上海市,BV10039833,蓝村路(地铁站),浦东新区,"121.527627,31.211672"
上海市,BV11653225,国和路(地铁站),杨浦区,"121.520095,31.314726"
上海市,BV11639105,殷高路(地铁站),宝山区,"121.495560,31.321705"
上海市,BV10039951,源深路(地铁站),浦东新区,"121.531016,31.241318"
上海市,BV10025270,四平路(地铁站),虹口区,"121.501488,31.274880"
上海市,BV10039865,岚皋路(地铁站),普陀区,"121.421939,31.256198"
上海市,BV10039988,赤峰路(地铁站),虹口区,"121.482429,31.281247"
上海市,BV10024951,上海体育场(地铁站),徐汇区,"121.443529,31.185605"
上海市,BV10039836,源深体育中心(地铁站),浦东新区,"121.534642,31.233004"
上海市,BV10039831,临沂新村(地铁站),浦东新区,"121.516695,31.193202"
上海市,BV10039992,延安西路(地铁站),长宁区,"121.417062,31.209616"
上海市,BV10039947,中宁路(地铁站),普陀区,"121.414541,31.245059"
上海市,BV10039889,上海马戏城(地铁站),静安区,"121.452023,31.279895"
上海市,BV10033521,鞍山新村(地铁站),杨浦区,"121.509685,31.273242"
上海市,BV11581688,一二八纪念路(地铁站),宝山区,"121.467314,31.328874"
上海市,BV11184128,龙瑞路(地铁站),徐汇区,"121.452936,31.136172"
上海市,BV10039856,云台路(地铁站),浦东新区,"121.500439,31.182212"
上海市,BV10039803,枫桥路(地铁站),普陀区,"121.411402,31.241850"
上海市,BV10025916,高科西路(地铁站),浦东新区,"121.509845,31.185761"
上海市,BV10039930,江浦公园(地铁站),杨浦区,"121.523697,31.264570"
上海市,BV10039866,新村路(地铁站),普陀区,"121.422682,31.263952"
上海市,BV10039857,耀华路(地铁站),浦东新区,"121.494605,31.178513"
上海市,BV10039972,虹桥路(地铁站),长宁区,"121.420814,31.197524"
上海市,BV11653224,共青森林公园(地铁站),杨浦区,"121.546568,31.314591"
上海市,BV10026004,上海体育馆(地铁站),徐汇区,"121.437423,31.182813"
上海市,BV11494196,三林南(地铁站),浦东新区,"121.485597,31.126029"
上海市,BV11471653,徐浦大桥(地铁站),徐汇区,"121.455953,31.127171"
上海市,BV10039786,长清路(地铁站),浦东新区,"121.488524,31.174008"
上海市,BV10039952,昌邑路(地铁站),浦东新区,"121.540104,31.243940"
上海市,BV10024941,上海游泳馆(地铁站),徐汇区,"121.441424,31.179123"
上海市,BV10039911,江浦路(地铁站),杨浦区,"121.518379,31.274946"
上海市,BV10039858,后滩(地铁站),浦东新区,"121.473756,31.171918"
上海市,BV10024697,同济大学(地铁站),杨浦区,"121.506357,31.282086"
上海市,BV10039880,宜山路(地铁站),徐汇区,"121.427194,31.186717"
上海市,BV10030068,大柏树(地铁站),虹口区,"121.483216,31.289433"
上海市,BV10039837,民生路(地铁站),浦东新区,"121.543527,31.235851"
上海市,BV10039802,真如(地铁站),普陀区,"121.407219,31.250767"
上海市,BV10024943,龙华(地铁站),徐汇区,"121.452958,31.172672"
上海市,BV11581694,龙吴路(地铁站),徐汇区,"121.457178,31.120017"
上海市,BV10039867,大华三路(地铁站),宝山区,"121.422949,31.274047"
上海市,BV10039993,漕溪路(地铁站),徐汇区,"121.438410,31.176746"
上海市,BV10039855,杨高南路(地铁站),浦东新区,"121.525087,31.187566"
上海市,BV10031164,上海科技馆(地铁站),浦东新区,"121.544439,31.218820"
上海市,BV11471657,华泾路(地铁站),徐汇区,"121.456878,31.119980"
上海市,BV11498461,长江西路(地铁站),宝山区,"121.475816,31.344551"
上海市,BV11498460,大康路(地铁站),宝山区,"121.420733,31.335489"
上海市,BV10039971,宋园路(地铁站),长宁区,"121.412080,31.196540"
上海市,BV10039901,娄山关路(地铁站),长宁区,"121.404058,31.211158"
上海市,BV11508870,爱辉路(地铁站),宝山区,"121.448327,31.343777"
上海市,BV10039929,宁国路(地铁站),杨浦区,"121.532352,31.268574"
上海市,BV10025911,成山路(地铁站),浦东新区,"121.496326,31.170511"
上海市,BV11581681,呼兰路(地铁站),宝山区,"121.462932,31.347528"
上海市,BV10039884,杨高中路(地铁站),浦东新区,"121.548664,31.227510"
上海市,BV11649010,凌河路(地铁站),浦东新区,"121.604504,31.271575"
上海市,BV10030431,汶水路(地铁站),静安区,"121.450251,31.292556"
上海市,BV10039806,云锦路(地铁站),徐汇区,"121.458519,31.166488"
上海市,BV10039938,龙漕路(地铁站),徐汇区,"121.444383,31.169458"
上海市,BV10039787,东明路(地铁站),浦东新区,"121.510868,31.172646"
上海市,BV11494197,华泾(地铁站),徐汇区,"121.440421,31.112747"
上海市,BV10820974,长风公园(地铁站),普陀区,"121.396320,31.225254"
上海市,BV10025272,国权路(地铁站),杨浦区,"121.510024,31.289276"
上海市,BV10820987,梅岭北路(地铁站),普陀区,"121.396970,31.242948"
上海市,BV11649016,龙东大道(地铁站),浦东新区,"121.616797,31.220768"
上海市,BV11649014,云桥路(地铁站),浦东新区,"121.615192,31.248948"
上海市,BV11184133,江杨南路(地铁站),宝山区,"121.465313,31.349903"
上海市,BV10039910,黄兴路(地铁站),杨浦区,"121.528401,31.278814"
上海市,BV11649012,高斯路(地铁站),浦东新区,"121.613366,31.199930"
上海市,BV10039970,伊犁路(地铁站),长宁区,"121.403899,31.198880"
上海市,BV10039838,北洋泾路(地铁站),浦东新区,"121.552314,31.239145"
上海市,BV10039808,大渡河路(地铁站),普陀区,"121.394431,31.231752"
上海市,BV11649017,张衡路(地铁站),浦东新区,"121.612531,31.192043"
上海市,BV10039946,铜川路(地铁站),普陀区,"121.397036,31.250733"
上海市,BV10820988,吴中路(地铁站),闵行区,"121.413905,31.184345"
上海市,BV10820972,姚虹路(地铁站),长宁区,"121.406699,31.191535"
上海市,BV10032793,世纪公园(地铁站),浦东新区,"121.550909,31.209421"
上海市,BV10031172,歇浦路(地铁站),浦东新区,"121.551506,31.250728"
上海市,BV10024610,上海西站(地铁站),普陀区,"121.400926,31.262693"
上海市,BV10039868,行知路(地铁站),宝山区,"121.421493,31.284942"
上海市,BV11581678,铁山路(地铁站),宝山区,"121.468893,31.359600"
上海市,BV10946926,华鹏路(地铁站),浦东新区,"121.526567,31.176276"
上海市,BV11550041,沪星路(地铁站),闵行区,"121.343565,31.163683"
上海市,BV11550038,天山西路(地铁站),闵行区,"121.322930,31.216011"
上海市,BV10039854,锦绣路(地铁站),浦东新区,"121.540041,31.187592"
上海市,BV10026584,漕宝路(地铁站),徐汇区,"121.433143,31.168344"
上海市,BV10025899,杨思(地铁站),浦东新区,"121.493443,31.161054"
上海市,BV10820978,红宝石路(地铁站),长宁区,"121.398372,31.198863"
上海市,BV10039807,龙耀路(地铁站),徐汇区,"121.459702,31.159720"
上海市,BV11471651,景联路(地铁站),徐汇区,"121.454508,31.101367"
上海市,BV10960994,芳甸路(地铁站),浦东新区,"121.558431,31.231845"
上海市,BV10039879,桂林路(地铁站),徐汇区,"121.418064,31.174791"
上海市,BV11649008,军民公路(地铁站),浦东新区,"121.617500,31.172558"
上海市,BV11581684,曹联路(地铁站),闵行区,"121.443703,31.096327"
